GeoName,Education,Sex,Industry,Median Income
Nova Scotia,"University certificate, diploma or degree at bachelor level or above",Male,Social and behavioural sciences,65186
Nova Scotia,"University certificate, diploma or degree at bachelor level or above",Male,Legal professions and studies,97813
Nova Scotia,"University certificate, diploma or degree at bachelor level or above",Male,Health care,86399
Nova Scotia,"University certificate, diploma or degree at bachelor level or above",Male,Education and teaching,74774
Nova Scotia,"University certificate, diploma or degree at bachelor level or above",Male,"Trades, services, natural resources and conservation",72827
Nova Scotia,"University certificate, diploma or degree at bachelor level or above",Female,Science and science technology,57611
Nova Scotia,"University certificate, diploma or degree at bachelor level or above",Female,Engineering and engineering technology,76514
Nova Scotia,"University certificate, diploma or degree at bachelor level or above",Female,Mathematics and computer and information science,65950
Nova Scotia,"University certificate, diploma or degree at bachelor level or above",Female,Business and administration,59669
Nova Scotia,"University certificate, diploma or degree at bachelor level or above",Female,Arts and humanities,45374
Nova Scotia,"University certificate, diploma or degree at bachelor level or above",Female,Social and behavioural sciences,51132
Nova Scotia,"University certificate, diploma or degree at bachelor level or above",Female,Legal professions and studies,94070
Nova Scotia,"University certificate, diploma or degree at bachelor level or above",Female,Health care,79050
Nova Scotia,"University certificate, diploma or degree at bachelor level or above",Female,Education and teaching,73760
Nova Scotia,"University certificate, diploma or degree at bachelor level or above",Female,"Trades, services, natural resources and conservation",68706
Nova Scotia,Bachelor's degree,Both sexes,Science and science technology,60145
Nova Scotia,Bachelor's degree,Both sexes,Engineering and engineering technology,84040
Nova Scotia,Bachelor's degree,Both sexes,Mathematics and computer and information science,70998
Nova Scotia,Bachelor's degree,Both sexes,Business and administration,62638
Nova Scotia,Bachelor's degree,Both sexes,Arts and humanities,46435
Nova Scotia,Bachelor's degree,Both sexes,Social and behavioural sciences,52098
Nova Scotia,Bachelor's degree,Both sexes,Legal professions and studies,101424
Nova Scotia,Bachelor's degree,Both sexes,Health care,79380
Nova Scotia,Bachelor's degree,Both sexes,Education and teaching,61419
Nova Scotia,Bachelor's degree,Both sexes,"Trades, services, natural resources and conservation",66111
Nova Scotia,Bachelor's degree,Male,Science and science technology,67857
Nova Scotia,Bachelor's degree,Male,Engineering and engineering technology,85478
Nova Scotia,Bachelor's degree,Male,Mathematics and computer and information science,73887
Nova Scotia,Bachelor's degree,Male,Business and administration,70393
Nova Scotia,Bachelor's degree,Male,Arts and humanities,52731
Nova Scotia,Bachelor's degree,Male,Social and behavioural sciences,61762
Nova Scotia,Bachelor's degree,Male,Legal professions and studies,102252
Nova Scotia,Bachelor's degree,Male,Health care,83583
Nova Scotia,Bachelor's degree,Male,Education and teaching,68126
Nova Scotia,Bachelor's degree,Male,"Trades, services, natural resources and conservation",68878
Nova Scotia,Bachelor's degree,Female,Science and science technology,54230
Nova Scotia,Bachelor's degree,Female,Engineering and engineering technology,75288
Nova Scotia,Bachelor's degree,Female,Mathematics and computer and information science,59442
Nova Scotia,Bachelor's degree,Female,Business and administration,55545
Nova Scotia,Bachelor's degree,Female,Arts and humanities,43016
Nova Scotia,Bachelor's degree,Female,Social and behavioural sciences,48676
Nova Scotia,Bachelor's degree,Female,Legal professions and studies,101252
Nova Scotia,Bachelor's degree,Female,Health care,78764
Nova Scotia,Bachelor's degree,Female,Education and teaching,59236
Nova Scotia,Bachelor's degree,Female,"Trades, services, natural resources and conservation",62957
Nova Scotia,Master's degree,Both sexes,Science and science technology,70155
Nova Scotia,Master's degree,Both sexes,Engineering and engineering technology,90597
Nova Scotia,Master's degree,Both sexes,Mathematics and computer and information science,73911
Nova Scotia,Master's degree,Both sexes,Business and administration,87207
Nova Scotia,Master's degree,Both sexes,Arts and humanities,56017
Nova Scotia,Master's degree,Both sexes,Social and behavioural sciences,67461
Nova Scotia,Master's degree,Both sexes,Legal professions and studies,96966
Nova Scotia,Master's degree,Both sexes,Health care,82850
Nova Scotia,Master's degree,Both sexes,Education and teaching,82581
Nova Scotia,Master's degree,Both sexes,"Trades, services, natural resources and conservation",74779
Nova Scotia,Master's degree,Male,Science and science technology,77462
Nova Scotia,Master's degree,Male,Engineering and engineering technology,92192
Nova Scotia,Master's degree,Male,Mathematics and computer and information science,74100
Nova Scotia,Master's degree,Male,Business and administration,94285
Nova Scotia,Master's degree,Male,Arts and humanities,54524
Nova Scotia,Master's degree,Male,Social and behavioural sciences,74181
Nova Scotia,Master's degree,Male,Legal professions and studies,72550
Nova Scotia,Master's degree,Male,Health care,94215
Nova Scotia,Master's degree,Male,Education and teaching,82817
Nova Scotia,Master's degree,Male,"Trades, services, natural resources and conservation",80321
Nova Scotia,Master's degree,Female,Science and science technology,61457
Nova Scotia,Master's degree,Female,Engineering and engineering technology,81817
Nova Scotia,Master's degree,Female,Mathematics and computer and information science,73291
Nova Scotia,Master's degree,Female,Business and administration,82497
Nova Scotia,Master's degree,Female,Arts and humanities,57355
Nova Scotia,Master's degree,Female,Social and behavioural sciences,65276
Nova Scotia,Master's degree,Female,Legal professions and studies,113371
Nova Scotia,Master's degree,Female,Health care,82500
Nova Scotia,Master's degree,Female,Education and teaching,82519
Nova Scotia,Master's degree,Female,"Trades, services, natural resources and conservation",73222
Nova Scotia,Earned doctorate,Both sexes,Science and science technology,104957
Nova Scotia,Earned doctorate,Both sexes,Engineering and engineering technology,122526
Nova Scotia,Earned doctorate,Both sexes,Mathematics and computer and information science,106350
Nova Scotia,Earned doctorate,Both sexes,Business and administration,129267
Nova Scotia,Earned doctorate,Both sexes,Arts and humanities,106175
Nova Scotia,Earned doctorate,Both sexes,Social and behavioural sciences,105727
Nova Scotia,Earned doctorate,Both sexes,Legal professions and studies,49862
Nova Scotia,Earned doctorate,Both sexes,Health care,106493
Nova Scotia,Earned doctorate,Both sexes,Education and teaching,108862
Nova Scotia,Earned doctorate,Both sexes,"Trades, services, natural resources and conservation",130238
Nova Scotia,Earned doctorate,Male,Science and science technology,103531
Nova Scotia,Earned doctorate,Male,Engineering and engineering technology,127904
Nova Scotia,Earned doctorate,Male,Mathematics and computer and information science,104216
Nova Scotia,Earned doctorate,Male,Business and administration,141799
Nova Scotia,Earned doctorate,Male,Arts and humanities,109087
Nova Scotia,Earned doctorate,Male,Social and behavioural sciences,107586
