"Geographic code","Geographic name","Global non-response rate","Data quality flag","Age","Sex","Education","Total – STEM and BHASE (non-STEM) groupings - Classification of Instructional Programs (CIP) 2016 (2016 counts)","STEM fields of study - Science and science technology (2016 counts)","STEM fields of study - Engineering and engineering technology (2016 counts)","STEM fields of study - Mathematics and computer and information science (2016 counts)","BHASE (non-STEM) fields of study - Business and administration (2016 counts)","BHASE (non-STEM) fields of study - Arts and humanities (2016 counts)","BHASE (non-STEM) fields of study - Social and behavioural sciences (2016 counts)","BHASE (non-STEM) fields of study - Legal professions and studies (2016 counts)","BHASE (non-STEM) fields of study - Health care (2016 counts)","BHASE (non-STEM) fields of study - Education and teaching (2016 counts)","BHASE (non-STEM) fields of study - Trades, services, natural resources and conservation (2016 counts)","Total – STEM and BHASE (non-STEM) groupings - Classification of Instructional Programs (CIP) 2016 (% distribution 2016)","STEM fields of study - Science and science technology (% distribution 2016)","STEM fields of study - Engineering and engineering technology (% distribution 2016)","STEM fields of study - Mathematics and computer and information science (% distribution 2016)","BHASE (non-STEM) fields of study - Business and administration (% distribution 2016)","BHASE (non-STEM) fields of study - Arts and humanities (% distribution 2016)","BHASE (non-STEM) fields of study - Social and behavioural sciences (% distribution 2016)","BHASE (non-STEM) fields of study - Legal professions and studies (% distribution 2016)","BHASE (non-STEM) fields of study - Health care (% distribution 2016)","BHASE (non-STEM) fields of study - Education and teaching (% distribution 2016)","BHASE (non-STEM) fields of study - Trades, services, natural resources and conservation (% distribution 2016)"
"46","Manitoba","5.3","00000","25 to 64","Male","Master's degree","10815","1175","1375","640","2545","1370","965","125","485","910","1225","100","10.9","12.7","5.9","23.5","12.7","8.9","1.2","4.5","8.4","11.3"
"46","Manitoba","5.3","00000","25 to 64","Male","Earned doctorate","2495","955","365","95","65","320","305","70","130","105","75","100","38.3","14.6","3.8","2.6","12.8","12.2","2.8","5.2","4.2","3"
"46","Manitoba","5.3","00000","25 to 64","Female","College, CEGEP or other non-university certificate or diploma","80485","1480","1375","2105","25895","3445","6105","2655","28245","2875","6300","100","1.8","1.7","2.6","32.2","4.3","7.6","3.3","35.1","3.6","7.8"
"46","Manitoba","5.3","00000","25 to 64","Female","University certificate, diploma or degree at bachelor level or above","94115","7510","2155","2635","13095","10745","13820","1420","17135","18970","6630","100","8","2.3","2.8","13.9","11.4","14.7","1.5","18.2","20.2","7"
"46","Manitoba","5.3","00000","25 to 64","Female","Bachelor's degree","69035","5260","1550","2040","10070","8325","11170","910","11530","13420","4760","100","7.6","2.2","3","14.6","12.1","16.2","1.3","16.7","19.4","6.9"
"46","Manitoba","5.3","00000","25 to 64","Female","Master's degree","13595","1425","405","455","1885","1810","1835","155","2020","2055","1540","100","10.5","3","3.3","13.9","13.3","13.5","1.1","14.9","15.1","11.3"
"46","Manitoba","5.3","00000","25 to 64","Female","Earned doctorate","1770","605","45","50","20","230","375","35","175","165","60","100","34.2","2.5","2.8","1.1","13","21.2","2","9.9","9.3","3.4"
"46","Manitoba","5.3","00000","25 to 34","Both sexes","College, CEGEP or other non-university certificate or diploma","31645","550","2365","1765","6905","2005","2015","685","7510","895","6940","100","1.7","7.5","5.6","21.8","6.3","6.4","2.2","23.7","2.8","21.9"
"46","Manitoba","5.3","00000","25 to 34","Both sexes","University certificate, diploma or degree at bachelor level or above","51615","5520","3485","2770","8445","5645","7040","805","8680","5890","3340","100","10.7","6.8","5.4","16.4","10.9","13.6","1.6","16.8","11.4","6.5"
"46","Manitoba","5.3","00000","25 to 34","Both sexes","Bachelor's degree","39790","4300","2630","2210","6570","4685","5885","405","5815","4730","2570","100","10.8","6.6","5.6","16.5","11.8","14.8","1","14.6","11.9","6.5"
"46","Manitoba","5.3","00000","25 to 34","Both sexes","Master's degree","6440","820","575","445","1165","740","865","65","850","300","620","100","12.7","8.9","6.9","18.1","11.5","13.4","1","13.2","4.7","9.6"
"46","Manitoba","5.3","00000","25 to 34","Both sexes","Earned doctorate","600","245","60","20","20","60","80","55","35","15","10","100","40.8","10","3.3","3.3","10","13.3","9.2","5.8","2.5","1.7"
"46","Manitoba","5.3","00000","25 to 34","Male","College, CEGEP or other non-university certificate or diploma","13500","200","2040","1465","2105","985","310","45","1165","125","5065","100","1.5","15.1","10.9","15.6","7.3","2.3","0.3","8.6","0.9","37.5"
"46","Manitoba","5.3","00000","25 to 34","Male","University certificate, diploma or degree at bachelor level or above","20570","2360","2735","1660","4100","1950","2480","355","2110","1410","1405","100","11.5","13.3","8.1","19.9","9.5","12.1","1.7","10.3","6.9","6.8"
"46","Manitoba","5.3","00000","25 to 34","Male","Bachelor's degree","15735","1835","2080","1410","3190","1660","2085","160","1095","1115","1100","100","11.7","13.2","9","20.3","10.5","13.3","1","7","7.1","7"
"46","Manitoba","5.3","00000","25 to 34","Male","Master's degree","2500","320","435","180","560","210","295","20","180","70","240","100","12.8","17.4","7.2","22.4","8.4","11.8","0.8","7.2","2.8","9.6"
"46","Manitoba","5.3","00000","25 to 34","Male","Earned doctorate","320","130","45","10","15","30","20","30","15","10","10","100","40.6","14.1","3.1","4.7","9.4","6.3","9.4","4.7","3.1","3.1"
"46","Manitoba","5.3","00000","25 to 34","Female","College, CEGEP or other non-university certificate or diploma","18140","350","330","305","4800","1020","1700","635","6350","775","1875","100","1.9","1.8","1.7","26.5","5.6","9.4","3.5","35","4.3","10.3"
"46","Manitoba","5.3","00000","25 to 34","Female","University certificate, diploma or degree at bachelor level or above","31045","3160","750","1115","4340","3695","4560","450","6570","4480","1930","100","10.2","2.4","3.6","14","11.9","14.7","1.4","21.2","14.4","6.2"
"46","Manitoba","5.3","00000","25 to 34","Female","Bachelor's degree","24055","2460","550","800","3375","3025","3795","245","4720","3620","1470","100","10.2","2.3","3.3","14","12.6","15.8","1","19.6","15","6.1"
