"Geographic code","Geographic name","Global non-response rate","Data quality flag","Age","Sex","Education","Total – STEM and BHASE (non-STEM) groupings - Classification of Instructional Programs (CIP) 2016 (2016 counts)","STEM fields of study - Science and science technology (2016 counts)","STEM fields of study - Engineering and engineering technology (2016 counts)","STEM fields of study - Mathematics and computer and information science (2016 counts)","BHASE (non-STEM) fields of study - Business and administration (2016 counts)","BHASE (non-STEM) fields of study - Arts and humanities (2016 counts)","BHASE (non-STEM) fields of study - Social and behavioural sciences (2016 counts)","BHASE (non-STEM) fields of study - Legal professions and studies (2016 counts)","BHASE (non-STEM) fields of study - Health care (2016 counts)","BHASE (non-STEM) fields of study - Education and teaching (2016 counts)","BHASE (non-STEM) fields of study - Trades, services, natural resources and conservation (2016 counts)","Total – STEM and BHASE (non-STEM) groupings - Classification of Instructional Programs (CIP) 2016 (% distribution 2016)","STEM fields of study - Science and science technology (% distribution 2016)","STEM fields of study - Engineering and engineering technology (% distribution 2016)","STEM fields of study - Mathematics and computer and information science (% distribution 2016)","BHASE (non-STEM) fields of study - Business and administration (% distribution 2016)","BHASE (non-STEM) fields of study - Arts and humanities (% distribution 2016)","BHASE (non-STEM) fields of study - Social and behavioural sciences (% distribution 2016)","BHASE (non-STEM) fields of study - Legal professions and studies (% distribution 2016)","BHASE (non-STEM) fields of study - Health care (% distribution 2016)","BHASE (non-STEM) fields of study - Education and teaching (% distribution 2016)","BHASE (non-STEM) fields of study - Trades, services, natural resources and conservation (% distribution 2016)"
"59","British Columbia","6.1","20001","35 to 44","Female","College, CEGEP or other non-university certificate or diploma","74885","1120","1235","1930","22550","6405","7130","2790","21345","2735","7640","100","1.5","1.6","2.6","30.1","8.6","9.5","3.7","28.5","3.7","10.2"
"59","British Columbia","6.1","20001","35 to 44","Female","University certificate, diploma or degree at bachelor level or above","116445","10540","3905","3970","20215","17910","19860","2405","16690","15000","5955","100","9.1","3.4","3.4","17.4","15.4","17.1","2.1","14.3","12.9","5.1"
"59","British Columbia","6.1","20001","35 to 44","Female","Bachelor's degree","76295","6845","2485","2580","13465","13510","14685","1440","10080","7935","3275","100","9","3.3","3.4","17.6","17.7","19.2","1.9","13.2","10.4","4.3"
"59","British Columbia","6.1","20001","35 to 44","Female","Master's degree","25145","2070","1015","1055","4940","3280","3740","470","2375","3865","2345","100","8.2","4","4.2","19.6","13","14.9","1.9","9.4","15.4","9.3"
"59","British Columbia","6.1","20001","35 to 44","Female","Earned doctorate","3365","1215","150","90","100","350","765","100","330","150","120","100","36.1","4.5","2.7","3","10.4","22.7","3","9.8","4.5","3.6"
"59","British Columbia","6.1","20001","45 to 54","Both sexes","College, CEGEP or other non-university certificate or diploma","149315","2805","11450","6220","43225","11175","8760","4015","28915","4055","28680","100","1.9","7.7","4.2","28.9","7.5","5.9","2.7","19.4","2.7","19.2"
"59","British Columbia","6.1","20001","45 to 54","Both sexes","University certificate, diploma or degree at bachelor level or above","188560","16925","20715","9430","34745","25105","28015","4475","18905","19430","10815","100","9","11","5","18.4","13.3","14.9","2.4","10","10.3","5.7"
"59","British Columbia","6.1","20001","45 to 54","Both sexes","Bachelor's degree","117045","10140","13890","6185","20470","18715","20690","2645","8440","9630","6235","100","8.7","11.9","5.3","17.5","16","17.7","2.3","7.2","8.2","5.3"
"59","British Columbia","6.1","20001","45 to 54","Both sexes","Master's degree","43690","3540","4535","2315","10990","4365","5025","685","2450","6170","3615","100","8.1","10.4","5.3","25.2","10","11.5","1.6","5.6","14.1","8.3"
"59","British Columbia","6.1","20001","45 to 54","Both sexes","Earned doctorate","7685","2615","935","425","280","895","1200","210","460","435","235","100","34","12.2","5.5","3.6","11.6","15.6","2.7","6","5.7","3.1"
"59","British Columbia","6.1","20001","45 to 54","Male","College, CEGEP or other non-university certificate or diploma","57480","1320","9845","3945","11870","4885","2015","145","3260","470","19725","100","2.3","17.1","6.9","20.7","8.5","3.5","0.3","5.7","0.8","34.3"
"59","British Columbia","6.1","20001","45 to 54","Male","University certificate, diploma or degree at bachelor level or above","88640","9260","16075","6190","17575","9395","11570","2325","5790","5050","5410","100","10.4","18.1","7","19.8","10.6","13.1","2.6","6.5","5.7","6.1"
"59","British Columbia","6.1","20001","45 to 54","Male","Bachelor's degree","53210","5300","10615","4000","9550","6810","8865","1350","1375","2120","3215","100","10","19.9","7.5","17.9","12.8","16.7","2.5","2.6","4","6"
"59","British Columbia","6.1","20001","45 to 54","Male","Master's degree","21645","1905","3600","1570","6470","1725","1800","390","490","2045","1645","100","8.8","16.6","7.3","29.9","8","8.3","1.8","2.3","9.4","7.6"
"59","British Columbia","6.1","20001","45 to 54","Male","Earned doctorate","4595","1710","770","305","170","470","545","125","175","185","140","100","37.2","16.8","6.6","3.7","10.2","11.9","2.7","3.8","4","3"
"59","British Columbia","6.1","20001","45 to 54","Female","College, CEGEP or other non-university certificate or diploma","91830","1485","1605","2275","31355","6290","6740","3870","25655","3590","8960","100","1.6","1.7","2.5","34.1","6.8","7.3","4.2","27.9","3.9","9.8"
"59","British Columbia","6.1","20001","45 to 54","Female","University certificate, diploma or degree at bachelor level or above","99920","7665","4640","3240","17175","15705","16440","2145","13115","14385","5410","100","7.7","4.6","3.2","17.2","15.7","16.5","2.1","13.1","14.4","5.4"
"59","British Columbia","6.1","20001","45 to 54","Female","Bachelor's degree","63835","4845","3270","2180","10920","11905","11830","1290","7060","7510","3020","100","7.6","5.1","3.4","17.1","18.6","18.5","2","11.1","11.8","4.7"
"59","British Columbia","6.1","20001","45 to 54","Female","Master's degree","22040","1630","930","740","4520","2640","3225","300","1965","4125","1965","100","7.4","4.2","3.4","20.5","12","14.6","1.4","8.9","18.7","8.9"
"59","British Columbia","6.1","20001","45 to 54","Female","Earned doctorate","3090","910","165","115","115","425","655","85","285","245","95","100","29.4","5.3","3.7","3.7","13.8","21.2","2.8","9.2","7.9","3.1"
"59","British Columbia","6.1","20001","55 to 64","Both sexes","College, CEGEP or other non-university certificate or diploma","142700","3360","13380","4150","40885","9120","7760","2525","29605","4105","27820","100","2.4","9.4","2.9","28.7","6.4","5.4","1.8","20.7","2.9","19.5"
"59","British Columbia","6.1","20001","55 to 64","Both sexes","University certificate, diploma or degree at bachelor level or above","147105","13170","13725","4835","23380","20605","19875","4400","15760","21515","9845","100","9","9.3","3.3","15.9","14","13.5","3","10.7","14.6","6.7"
"59","British Columbia","6.1","20001","55 to 64","Both sexes","Bachelor's degree","87390","7870","9190","3200","13885","14415","13425","2605","7000","10125","5680","100","9","10.5","3.7","15.9","16.5","15.4","3","8","11.6","6.5"
"59","British Columbia","6.1","20001","55 to 64","Both sexes","Master's degree","34590","2595","2730","960","7135","4025","4285","605","2210","6790","3260","100","7.5","7.9","2.8","20.6","11.6","12.4","1.7","6.4","19.6","9.4"
"59","British Columbia","6.1","20001","55 to 64","Both sexes","Earned doctorate","7390","2195","720","375","320","1040","1345","215","385","550","245","100","29.7","9.7","5.1","4.3","14.1","18.2","2.9","5.2","7.4","3.3"
"59","British Columbia","6.1","20001","55 to 64","Male","College, CEGEP or other non-university certificate or diploma","55890","1375","11720","2395","11450","3550","1570","170","2940","450","20260","100","2.5","21","4.3","20.5","6.4","2.8","0.3","5.3","0.8","36.2"
"59","British Columbia","6.1","20001","55 to 64","Male","University certificate, diploma or degree at bachelor level or above","72410","7950","11900","3265","13860","8480","8435","2680","5105","5755","4975","100","11","16.4","4.5","19.1","11.7","11.6","3.7","7.1","7.9","6.9"
"59","British Columbia","6.1","20001","55 to 64","Male","Bachelor's degree","41805","4515","8100","2140","7990","5560","5750","1500","885","2375","3000","100","10.8","19.4","5.1","19.1","13.3","13.8","3.6","2.1","5.7","7.2"
"59","British Columbia","6.1","20001","55 to 64","Male","Master's degree","17200","1560","2285","685","4525","1905","1720","395","450","2280","1395","100","9.1","13.3","4","26.3","11.1","10","2.3","2.6","13.3","8.1"
"59","British Columbia","6.1","20001","55 to 64","Male","Earned doctorate","4690","1580","635","285","235","625","635","150","185","190","165","100","33.7","13.5","6.1","5","13.3","13.5","3.2","3.9","4.1","3.5"
"59","British Columbia","6.1","20001","55 to 64","Female","College, CEGEP or other non-university certificate or diploma","86815","1985","1660","1750","29435","5570","6185","2355","26665","3650","7555","100","2.3","1.9","2","33.9","6.4","7.1","2.7","30.7","4.2","8.7"
"59","British Columbia","6.1","20001","55 to 64","Female","University certificate, diploma or degree at bachelor level or above","74695","5215","1820","1570","9525","12125","11435","1715","10655","15765","4870","100","7","2.4","2.1","12.8","16.2","15.3","2.3","14.3","21.1","6.5"
"59","British Columbia","6.1","20001","55 to 64","Female","Bachelor's degree","45585","3360","1090","1065","5895","8855","7670","1105","6115","7755","2680","100","7.4","2.4","2.3","12.9","19.4","16.8","2.4","13.4","17","5.9"
"59","British Columbia","6.1","20001","55 to 64","Female","Master's degree","17390","1035","440","275","2610","2120","2570","210","1765","4510","1865","100","6","2.5","1.6","15","12.2","14.8","1.2","10.1","25.9","10.7"
"59","British Columbia","6.1","20001","55 to 64","Female","Earned doctorate","2700","615","80","90","85","415","710","65","205","355","80","100","22.8","3","3.3","3.1","15.4","26.3","2.4","7.6","13.1","3"
"60","Yukon","6.8","00101","All ages, 15-plus","Both sexes","College, CEGEP or other non-university certificate or diploma","6120","165","425","175","1790","425","420","55","850","140","1675","100","2.7","6.9","2.9","29.2","6.9","6.9","0.9","13.9","2.3","27.4"
"60","Yukon","6.8","00101","All ages, 15-plus","Both sexes","University certificate, diploma or degree at bachelor level or above","7250","810","370","170","765","810","1250","220","795","1320","750","100","11.2","5.1","2.3","10.6","11.2","17.2","3","11","18.2","10.3"
"60","Yukon","6.8","00101","All ages, 15-plus","Both sexes","Bachelor's degree","4790","495","280","125","425","640","930","125","440","875","455","100","10.3","5.8","2.6","8.9","13.4","19.4","2.6","9.2","18.3","9.5"
"60","Yukon","6.8","00101","All ages, 15-plus","Both sexes","Master's degree","1700","245","50","25","285","140","240","30","115","305","265","100","14.4","2.9","1.5","16.8","8.2","14.1","1.8","6.8","17.9","15.6"
"60","Yukon","6.8","00101","All ages, 15-plus","Both sexes","Earned doctorate","135","45","0","10","0","10","35","0","10","10","10","100","33.3","0","7.4","0","7.4","25.9","0","7.4","7.4","7.4"
"60","Yukon","6.8","00101","All ages, 15-plus","Male","College, CEGEP or other non-university certificate or diploma","2520","80","360","95","375","180","65","10","140","25","1200","100","3.2","14.3","3.8","14.9","7.1","2.6","0.4","5.6","1","47.6"
"60","Yukon","6.8","00101","All ages, 15-plus","Male","University certificate, diploma or degree at bachelor level or above","3060","405","290","90","405","320","455","130","210","475","280","100","13.2","9.5","2.9","13.2","10.5","14.9","4.2","6.9","15.5","9.2"
"60","Yukon","6.8","00101","All ages, 15-plus","Male","Bachelor's degree","1955","230","215","70","235","255","330","95","55","315","165","100","11.8","11","3.6","12","13","16.9","4.9","2.8","16.1","8.4"
"60","Yukon","6.8","00101","All ages, 15-plus","Male","Master's degree","745","140","40","15","155","50","95","15","30","110","100","100","18.8","5.4","2","20.8","6.7","12.8","2","4","14.8","13.4"
"60","Yukon","6.8","00101","All ages, 15-plus","Male","Earned doctorate","65","20","0","10","0","0","10","0","10","0","0","100","30.8","0","15.4","0","0","15.4","0","15.4","0","0"
"60","Yukon","6.8","00101","All ages, 15-plus","Female","College, CEGEP or other non-university certificate or diploma","3595","85","60","85","1415","245","355","60","715","115","470","100","2.4","1.7","2.4","39.4","6.8","9.9","1.7","19.9","3.2","13.1"
"60","Yukon","6.8","00101","All ages, 15-plus","Female","University certificate, diploma or degree at bachelor level or above","4190","405","85","75","355","490","790","85","590","850","475","100","9.7","2","1.8","8.5","11.7","18.9","2","14.1","20.3","11.3"
"60","Yukon","6.8","00101","All ages, 15-plus","Female","Bachelor's degree","2835","260","60","60","195","390","600","30","390","565","285","100","9.2","2.1","2.1","6.9","13.8","21.2","1.1","13.8","19.9","10.1"
"60","Yukon","6.8","00101","All ages, 15-plus","Female","Master's degree","950","105","10","0","130","90","145","20","85","190","165","100","11.1","1.1","0","13.7","9.5","15.3","2.1","8.9","20","17.4"
"60","Yukon","6.8","00101","All ages, 15-plus","Female","Earned doctorate","70","20","0","0","0","0","20","0","0","0","10","100","28.6","0","0","0","0","28.6","0","0","0","14.3"
"60","Yukon","6.8","00101","25 to 64","Both sexes","College, CEGEP or other non-university certificate or diploma","4975","145","340","155","1450","350","360","55","680","90","1345","100","2.9","6.8","3.1","29.1","7","7.2","1.1","13.7","1.8","27"
"60","Yukon","6.8","00101","25 to 64","Both sexes","University certificate, diploma or degree at bachelor level or above","6340","725","320","120","690","705","1100","210","705","1095","665","100","11.4","5","1.9","10.9","11.1","17.4","3.3","11.1","17.3","10.5"
"60","Yukon","6.8","00101","25 to 64","Both sexes","Bachelor's degree","4190","445","235","95","390","560","825","120","385","735","405","100","10.6","5.6","2.3","9.3","13.4","19.7","2.9","9.2","17.5","9.7"
"60","Yukon","6.8","00101","25 to 64","Both sexes","Master's degree","1500","225","45","15","250","125","225","30","110","240","225","100","15","3","1","16.7","8.3","15","2","7.3","16","15"
"60","Yukon","6.8","00101","25 to 64","Both sexes","Earned doctorate","110","35","0","10","10","0","25","0","15","10","10","100","31.8","0","9.1","9.1","0","22.7","0","13.6","9.1","9.1"
"60","Yukon","6.8","00101","25 to 64","Male","College, CEGEP or other non-university certificate or diploma","2020","75","285","80","275","165","45","0","120","20","960","100","3.7","14.1","4","13.6","8.2","2.2","0","5.9","1","47.5"
"60","Yukon","6.8","00101","25 to 64","Male","University certificate, diploma or degree at bachelor level or above","2575","350","245","65","350","265","400","125","180","355","230","100","13.6","9.5","2.5","13.6","10.3","15.5","4.9","7","13.8","8.9"
"60","Yukon","6.8","00101","25 to 64","Male","Bachelor's degree","1660","200","175","55","205","210","290","90","50","240","140","100","12","10.5","3.3","12.3","12.7","17.5","5.4","3","14.5","8.4"
"60","Yukon","6.8","00101","25 to 64","Male","Master's degree","630","120","35","10","140","45","90","15","25","75","80","100","19","5.6","1.6","22.2","7.1","14.3","2.4","4","11.9","12.7"
"60","Yukon","6.8","00101","25 to 64","Male","Earned doctorate","55","20","0","10","0","0","10","0","10","0","0","100","36.4","0","18.2","0","0","18.2","0","18.2","0","0"
"60","Yukon","6.8","00101","25 to 64","Female","College, CEGEP or other non-university certificate or diploma","2955","75","55","75","1180","180","315","55","560","75","385","100","2.5","1.9","2.5","39.9","6.1","10.7","1.9","19","2.5","13"
"60","Yukon","6.8","00101","25 to 64","Female","University certificate, diploma or degree at bachelor level or above","3765","375","75","55","335","435","695","85","525","740","430","100","10","2","1.5","8.9","11.6","18.5","2.3","13.9","19.7","11.4"
"60","Yukon","6.8","00101","25 to 64","Female","Bachelor's degree","2530","245","55","45","185","350","525","25","335","495","270","100","9.7","2.2","1.8","7.3","13.8","20.8","1","13.2","19.6","10.7"
"60","Yukon","6.8","00101","25 to 64","Female","Master's degree","865","110","10","10","115","80","135","15","85","170","145","100","12.7","1.2","1.2","13.3","9.2","15.6","1.7","9.8","19.7","16.8"
"60","Yukon","6.8","00101","25 to 64","Female","Earned doctorate","55","15","0","0","0","10","20","0","10","0","10","100","27.3","0","0","0","18.2","36.4","0","18.2","0","18.2"
"60","Yukon","6.8","00101","25 to 34","Both sexes","College, CEGEP or other non-university certificate or diploma","1160","25","65","45","275","80","65","15","190","10","385","100","2.2","5.6","3.9","23.7","6.9","5.6","1.3","16.4","0.9","33.2"
"60","Yukon","6.8","00101","25 to 34","Both sexes","University certificate, diploma or degree at bachelor level or above","1740","180","105","30","165","205","370","50","215","225","185","100","10.3","6","1.7","9.5","11.8","21.3","2.9","12.4","12.9","10.6"
"60","Yukon","6.8","00101","25 to 34","Both sexes","Bachelor's degree","1325","115","80","30","135","190","290","30","155","175","125","100","8.7","6","2.3","10.2","14.3","21.9","2.3","11.7","13.2","9.4"
"60","Yukon","6.8","00101","25 to 34","Both sexes","Master's degree","290","60","20","0","25","10","70","10","15","30","50","100","20.7","6.9","0","8.6","3.4","24.1","3.4","5.2","10.3","17.2"
"60","Yukon","6.8","00101","25 to 34","Both sexes","Earned doctorate","15","0","0","0","0","0","10","0","0","0","0","100","0","0","0","0","0","66.7","0","0","0","0"
"60","Yukon","6.8","00101","25 to 34","Male","College, CEGEP or other non-university certificate or diploma","490","15","40","20","80","40","10","0","30","0","245","100","3.1","8.2","4.1","16.3","8.2","2","0","6.1","0","50"
"60","Yukon","6.8","00101","25 to 34","Male","University certificate, diploma or degree at bachelor level or above","640","95","80","15","85","65","105","20","55","35","80","100","14.8","12.5","2.3","13.3","10.2","16.4","3.1","8.6","5.5","12.5"
"60","Yukon","6.8","00101","25 to 34","Male","Bachelor's degree","510","60","65","15","75","65","85","25","30","35","55","100","11.8","12.7","2.9","14.7","12.7","16.7","4.9","5.9","6.9","10.8"
"60","Yukon","6.8","00101","25 to 34","Male","Master's degree","95","30","10","0","10","0","20","0","10","0","15","100","31.6","10.5","0","10.5","0","21.1","0","10.5","0","15.8"
"60","Yukon","6.8","00101","25 to 34","Male","Earned doctorate","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,
"60","Yukon","6.8","00101","25 to 34","Female","College, CEGEP or other non-university certificate or diploma","675","10","25","20","200","40","60","15","155","10","145","100","1.5","3.7","3","29.6","5.9","8.9","2.2","23","1.5","21.5"
"60","Yukon","6.8","00101","25 to 34","Female","University certificate, diploma or degree at bachelor level or above","1095","85","30","15","80","135","270","25","160","195","105","100","7.8","2.7","1.4","7.3","12.3","24.7","2.3","14.6","17.8","9.6"
"60","Yukon","6.8","00101","25 to 34","Female","Bachelor's degree","815","50","20","15","60","125","205","0","120","140","70","100","6.1","2.5","1.8","7.4","15.3","25.2","0","14.7","17.2","8.6"
"60","Yukon","6.8","00101","25 to 34","Female","Master's degree","195","25","0","0","15","10","55","10","15","25","35","100","12.8","0","0","7.7","5.1","28.2","5.1","7.7","12.8","17.9"
"60","Yukon","6.8","00101","25 to 34","Female","Earned doctorate","10","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0"
"60","Yukon","6.8","00101","35 to 44","Both sexes","College, CEGEP or other non-university certificate or diploma","1255","35","90","70","355","95","125","10","150","35","290","100","2.8","7.2","5.6","28.3","7.6","10","0.8","12","2.8","23.1"
"60","Yukon","6.8","00101","35 to 44","Both sexes","University certificate, diploma or degree at bachelor level or above","1865","240","95","45","200","165","300","60","220","355","180","100","12.9","5.1","2.4","10.7","8.8","16.1","3.2","11.8","19","9.7"
"60","Yukon","6.8","00101","35 to 44","Both sexes","Bachelor's degree","1125","155","65","25","120","140","210","20","100","215","75","100","13.8","5.8","2.2","10.7","12.4","18.7","1.8","8.9","19.1","6.7"
"60","Yukon","6.8","00101","35 to 44","Both sexes","Master's degree","500","55","10","15","65","25","75","10","45","105","100","100","11","2","3","13","5","15","2","9","21","20"
"60","Yukon","6.8","00101","35 to 44","Both sexes","Earned doctorate","40","25","0","0","0","10","0","0","10","0","0","100","62.5","0","0","0","25","0","0","25","0","0"
"60","Yukon","6.8","00101","35 to 44","Male","College, CEGEP or other non-university certificate or diploma","490","25","80","35","55","35","30","0","25","0","195","100","5.1","16.3","7.1","11.2","7.1","6.1","0","5.1","0","39.8"
"60","Yukon","6.8","00101","35 to 44","Male","University certificate, diploma or degree at bachelor level or above","740","100","75","25","100","55","135","30","40","135","45","100","13.5","10.1","3.4","13.5","7.4","18.2","4.1","5.4","18.2","6.1"
"60","Yukon","6.8","00101","35 to 44","Male","Bachelor's degree","470","65","50","15","65","50","95","10","10","80","25","100","13.8","10.6","3.2","13.8","10.6","20.2","2.1","2.1","17","5.3"
"60","Yukon","6.8","00101","35 to 44","Male","Master's degree","185","20","10","10","35","10","30","0","10","40","25","100","10.8","5.4","5.4","18.9","5.4","16.2","0","5.4","21.6","13.5"
"60","Yukon","6.8","00101","35 to 44","Male","Earned doctorate","20","15","0","0","0","0","0","0","10","0","0","100","75","0","0","0","0","0","0","50","0","0"
"60","Yukon","6.8","00101","35 to 44","Female","College, CEGEP or other non-university certificate or diploma","765","10","10","40","295","55","95","10","120","30","90","100","1.3","1.3","5.2","38.6","7.2","12.4","1.3","15.7","3.9","11.8"
"60","Yukon","6.8","00101","35 to 44","Female","University certificate, diploma or degree at bachelor level or above","1125","135","20","20","100","115","165","30","180","225","130","100","12","1.8","1.8","8.9","10.2","14.7","2.7","16","20","11.6"
"60","Yukon","6.8","00101","35 to 44","Female","Bachelor's degree","655","85","10","10","55","95","115","10","90","140","50","100","13","1.5","1.5","8.4","14.5","17.6","1.5","13.7","21.4","7.6"
"60","Yukon","6.8","00101","35 to 44","Female","Master's degree","315","40","0","10","30","25","40","0","35","60","80","100","12.7","0","3.2","9.5","7.9","12.7","0","11.1","19","25.4"
"60","Yukon","6.8","00101","35 to 44","Female","Earned doctorate","15","0","0","0","0","0","0","0","0","10","0","100","0","0","0","0","0","0","0","0","66.7","0"
"60","Yukon","6.8","00101","45 to 54","Both sexes","College, CEGEP or other non-university certificate or diploma","1300","50","50","40","480","85","85","10","165","25","315","100","3.8","3.8","3.1","36.9","6.5","6.5","0.8","12.7","1.9","24.2"
"60","Yukon","6.8","00101","45 to 54","Both sexes","University certificate, diploma or degree at bachelor level or above","1400","140","60","35","190","195","215","55","150","225","135","100","10","4.3","2.5","13.6","13.9","15.4","3.9","10.7","16.1","9.6"
"60","Yukon","6.8","00101","45 to 54","Both sexes","Bachelor's degree","915","90","35","30","90","135","165","30","80","160","100","100","9.8","3.8","3.3","9.8","14.8","18","3.3","8.7","17.5","10.9"
"60","Yukon","6.8","00101","45 to 54","Both sexes","Master's degree","360","50","10","0","80","50","45","10","35","50","35","100","13.9","2.8","0","22.2","13.9","12.5","2.8","9.7","13.9","9.7"
"60","Yukon","6.8","00101","45 to 54","Both sexes","Earned doctorate","25","0","0","0","0","0","10","0","0","0","0","100","0","0","0","0","0","40","0","0","0","0"
"60","Yukon","6.8","00101","45 to 54","Male","College, CEGEP or other non-university certificate or diploma","470","10","40","25","85","40","10","0","25","0","235","100","2.1","8.5","5.3","18.1","8.5","2.1","0","5.3","0","50"
"60","Yukon","6.8","00101","45 to 54","Male","University certificate, diploma or degree at bachelor level or above","595","65","45","20","105","85","60","45","45","85","45","100","10.9","7.6","3.4","17.6","14.3","10.1","7.6","7.6","14.3","7.6"
"60","Yukon","6.8","00101","45 to 54","Male","Bachelor's degree","350","30","30","10","40","65","40","30","15","70","25","100","8.6","8.6","2.9","11.4","18.6","11.4","8.6","4.3","20","7.1"
"60","Yukon","6.8","00101","45 to 54","Male","Master's degree","170","35","10","0","55","15","15","10","10","0","20","100","20.6","5.9","0","32.4","8.8","8.8","5.9","5.9","0","11.8"
"60","Yukon","6.8","00101","45 to 54","Male","Earned doctorate","10","0","0","10","0","0","0","0","0","0","0","100","0","0","100","0","0","0","0","0","0","0"
"60","Yukon","6.8","00101","45 to 54","Female","College, CEGEP or other non-university certificate or diploma","825","35","10","10","395","45","80","0","140","20","75","100","4.2","1.2","1.2","47.9","5.5","9.7","0","17","2.4","9.1"
"60","Yukon","6.8","00101","45 to 54","Female","University certificate, diploma or degree at bachelor level or above","805","80","10","20","90","110","155","10","105","140","90","100","9.9","1.2","2.5","11.2","13.7","19.3","1.2","13","17.4","11.2"
"60","Yukon","6.8","00101","45 to 54","Female","Bachelor's degree","565","60","10","15","55","70","125","0","70","90","70","100","10.6","1.8","2.7","9.7","12.4","22.1","0","12.4","15.9","12.4"
"60","Yukon","6.8","00101","45 to 54","Female","Master's degree","190","15","0","0","25","35","25","0","30","45","15","100","7.9","0","0","13.2","18.4","13.2","0","15.8","23.7","7.9"
"60","Yukon","6.8","00101","45 to 54","Female","Earned doctorate","15","10","0","0","0","0","0","0","0","0","10","100","66.7","0","0","0","0","0","0","0","0","66.7"
"60","Yukon","6.8","00101","55 to 64","Both sexes","College, CEGEP or other non-university certificate or diploma","1265","35","140","10","340","85","85","20","180","25","355","100","2.8","11.1","0.8","26.9","6.7","6.7","1.6","14.2","2","28.1"
"60","Yukon","6.8","00101","55 to 64","Both sexes","University certificate, diploma or degree at bachelor level or above","1335","165","60","10","140","135","210","50","120","285","165","100","12.4","4.5","0.7","10.5","10.1","15.7","3.7","9","21.3","12.4"
"60","Yukon","6.8","00101","55 to 64","Both sexes","Bachelor's degree","825","90","45","10","45","90","155","35","50","185","110","100","10.9","5.5","1.2","5.5","10.9","18.8","4.2","6.1","22.4","13.3"
"60","Yukon","6.8","00101","55 to 64","Both sexes","Master's degree","350","70","10","0","85","35","35","0","15","65","40","100","20","2.9","0","24.3","10","10","0","4.3","18.6","11.4"
"60","Yukon","6.8","00101","55 to 64","Both sexes","Earned doctorate","40","0","10","0","0","0","15","0","10","0","0","100","0","25","0","0","0","37.5","0","25","0","0"
"60","Yukon","6.8","00101","55 to 64","Male","College, CEGEP or other non-university certificate or diploma","570","15","125","0","50","50","0","0","40","10","285","100","2.6","21.9","0","8.8","8.8","0","0","7","1.8","50"
"60","Yukon","6.8","00101","55 to 64","Male","University certificate, diploma or degree at bachelor level or above","595","85","40","10","65","55","100","35","45","95","65","100","14.3","6.7","1.7","10.9","9.2","16.8","5.9","7.6","16","10.9"
"60","Yukon","6.8","00101","55 to 64","Male","Bachelor's degree","335","40","35","10","25","35","70","25","0","55","35","100","11.9","10.4","3","7.5","10.4","20.9","7.5","0","16.4","10.4"
"60","Yukon","6.8","00101","55 to 64","Male","Master's degree","180","35","0","0","40","20","20","10","10","30","25","100","19.4","0","0","22.2","11.1","11.1","5.6","5.6","16.7","13.9"
"60","Yukon","6.8","00101","55 to 64","Male","Earned doctorate","20","0","10","0","0","0","0","0","10","0","0","100","0","50","0","0","0","0","0","50","0","0"
"60","Yukon","6.8","00101","55 to 64","Female","College, CEGEP or other non-university certificate or diploma","690","20","15","0","290","40","80","20","140","15","75","100","2.9","2.2","0","42","5.8","11.6","2.9","20.3","2.2","10.9"
"60","Yukon","6.8","00101","55 to 64","Female","University certificate, diploma or degree at bachelor level or above","740","75","20","0","70","80","110","15","75","190","105","100","10.1","2.7","0","9.5","10.8","14.9","2","10.1","25.7","14.2"
"60","Yukon","6.8","00101","55 to 64","Female","Bachelor's degree","490","45","10","0","20","55","85","10","50","130","80","100","9.2","2","0","4.1","11.2","17.3","2","10.2","26.5","16.3"
"60","Yukon","6.8","00101","55 to 64","Female","Master's degree","170","30","0","0","45","20","15","0","10","35","20","100","17.6","0","0","26.5","11.8","8.8","0","5.9","20.6","11.8"
"60","Yukon","6.8","00101","55 to 64","Female","Earned doctorate","20","0","0","0","0","10","10","0","0","0","0","100","0","0","0","0","50","50","0","0","0","0"
"61","Northwest Territories","8.8","00101","All ages, 15-plus","Both sexes","College, CEGEP or other non-university certificate or diploma","6115","110","485","195","1750","350","310","45","845","185","1840","100","1.8","7.9","3.2","28.6","5.7","5.1","0.7","13.8","3","30.1"
"61","Northwest Territories","8.8","00101","All ages, 15-plus","Both sexes","University certificate, diploma or degree at bachelor level or above","6470","760","380","105","925","590","940","170","775","1260","555","100","11.7","5.9","1.6","14.3","9.1","14.5","2.6","12","19.5","8.6"
"61","Northwest Territories","8.8","00101","All ages, 15-plus","Both sexes","Bachelor's degree","4485","500","290","85","610","460","715","125","470","885","335","100","11.1","6.5","1.9","13.6","10.3","15.9","2.8","10.5","19.7","7.5"
"61","Northwest Territories","8.8","00101","All ages, 15-plus","Both sexes","Master's degree","1435","195","75","10","230","90","200","25","145","255","210","100","13.6","5.2","0.7","16","6.3","13.9","1.7","10.1","17.8","14.6"
"61","Northwest Territories","8.8","00101","All ages, 15-plus","Both sexes","Earned doctorate","100","50","0","0","10","15","0","0","10","10","0","100","50","0","0","10","15","0","0","10","10","0"
